file,source_label,comparison_agency
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5f2be136-ab9a-537a-8c2e-58aaaeb07e85.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b4f9bfc8-2414-5c5f-b57a-3c793e426852.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/2cf46082-6c9e-5fd7-b559-faca88942160.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5d723185-e1ff-5847-9c71-41b07f4d15d6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f4cbddb9-4864-5dbe-a020-d58439b5df2a.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/25df9f7d-7faa-5471-a446-cf764fb8737e.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/c0933636-9270-5ab9-bf8b-5fdefa3a957c.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/27803412-2a98-543a-ab5e-4952e3265fb9.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/6aa19db7-a97f-554a-aca9-035f73dfa800.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3c94a25-cd7e-5960-bb71-0422d6dcfb56.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/48d0c603-b836-5c43-ab11-0bcbf98c372b.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f2efa3e2-86c1-5671-a68d-01c71573fba6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/1bb09f45-ed13-59e8-82b9-f46f92d9ff41.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ae23509b-7aa7-5131-9345-a109e22082e6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ab35c063-f8c5-5a5f-8ee4-9256d8bfe018.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/57582400-60cf-543c-80c3-c8984942d22d.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/2fe112f4-8abd-575b-b3ef-47dc5d7f811a.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/73780d75-b1e7-57ec-9a04-194b404b6bc5.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/56f37fac-f860-5f5a-bfe6-2fef881b3902.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/25552acc-c924-5a9c-a232-1200b1894e6a.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f3adfabb-39d1-5ae9-b8bc-4e9735256d66.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/47a2e42a-1906-5d62-9dee-42d91436cc0b.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/34d6785b-7662-5d00-a1c5-7a077da70266.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d954966d-5cbd-5185-9357-e0523d1f50ce.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/402b75cb-1f35-5ec3-8ade-c88f54336a1c.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a4641abd-c83b-59a0-9abe-cd64eeffa331.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/28326aa2-ddb5-5c60-8cf9-b66107ed4ba5.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3fb1d111-5381-5754-8f46-d2c8862c3190.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/16a38094-5d3b-51f1-aaae-0f4f7ca38ce2.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/342ee1ba-060b-5a00-8f2b-0eb5cd0d3b6b.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5c9b6571-ff65-5803-bbac-3ba686491f42.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/259367ec-249a-5d94-ba91-3a49203f4532.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d673485a-60f6-52c6-b530-18d4d7859d53.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/1f3d3d07-12ab-5f0f-91f5-3457274b7e9b.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/aaa4c3e0-83a3-5d2c-a77f-6923673c8413.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5acb6fec-68e9-52be-97fb-70f2fc940a05.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f00bd76f-0986-5668-8b28-578e35ef28c3.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/8e485055-214c-54b1-8e46-892a3e848a3d.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ffcc02bd-fb85-5827-b42d-38e4253ddc41.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/85197f62-04bf-5d70-bba6-7eaec59c53df.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/62150cf1-952e-59cb-8f46-fd67fd08c3f6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/774142bb-db26-5c9a-ae9e-5bc407abc7ff.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b14e39cf-b6f2-50ef-8d7b-c6736a5df399.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/690904f0-4a3f-50ed-b019-45bdc45c6bc9.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b1e27746-5ba3-52fc-b0b8-8c60138363de.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9db836f6-8f00-528e-a7eb-a0dcf2cc8765.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f8d6f20f-7660-5f8b-8a7e-0d809df3c05f.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d78ca979-dc6e-5321-bdcd-a9184cb00a50.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5df9211e-b0e2-593c-8b26-32ffdaceb3fb.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/91d0a482-3cee-5bb6-b53e-d6d3ae569293.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/6b2be0e4-3f57-5d15-aeab-53b742b444cb.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ff3f8707-3ff0-575c-a2c0-ed26f9ccf5f6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/90e83fa7-e2a0-5567-bf6c-3b4c2e14e191.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/c789b71a-942e-5c1f-9d68-8b9e2b96bf44.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5438970d-6dad-5cf2-9134-3685fdd5637f.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f3abd307-a125-5aaf-96e7-e127b7d43b57.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/92e5d45b-9414-5833-a164-462685481436.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a832279a-b304-5459-bcb5-2636ce6f88d2.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3b00949-a69a-5018-98cc-9d2f6de34d20.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5b6f3812-e877-5a9a-bb09-ea5b5ddbb357.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/4cbb5d62-f27d-5d2e-8213-e5375b117a9a.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/0b25f3f4-8b95-54ee-97da-5a5e067e1b9d.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/803e6b34-8dde-555d-9af2-580f985be7b1.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/39b8029f-f67a-59de-b655-b7db227f06c6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/0dc0dbf7-cd2e-53bc-886f-24a3cdee3e58.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3dc580d5-3f75-5e60-9d72-5b059231efec.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e7c05e2d-4841-54fb-8571-35baddcb1dcb.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f246846e-2485-5272-8310-1b7f0c9a4682.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/c2bad56b-bec7-5b69-b9f8-d4b73d87c84d.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3d7d005-d139-50bf-b97c-1bb654cbbaf7.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d96feeef-e87d-50c2-9515-d74259a14006.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/387478a4-4bbb-5783-b5e5-f00a4f2e6554.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/98b9d172-80b0-51b1-a0f2-8b085577d2f6.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b74b5717-39e1-5d5f-a22a-5f6b347ca131.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/2b72848f-0cff-5a46-a3ad-5208274f194c.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f27d1c61-6227-5a88-baf0-2dee7a87464a.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/7ac394a7-4933-5cda-9cad-6f07558f3fbb.json,human,FDA
csv:fda_comments(Statt).csv:fda-comment-030,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-067,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-062,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-047,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-042,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-040,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-090,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-045,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-010,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-000,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-018,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-031,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-097,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-085,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-076,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-004,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-079,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-033,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-012,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-026,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-100,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-053,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-022,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-068,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-044,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-098,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-015,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-073,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-039,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-009,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-084,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-011,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-101,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-055,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-028,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-064,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-005,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-078,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-065,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-035,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-016,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-091,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-034,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-007,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-043,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-072,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-027,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-019,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-083,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-025,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-077,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-049,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-013,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-024,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-003,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-017,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-038,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-008,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-080,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-006,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-066,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-036,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-089,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-056,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-095,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-054,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-050,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-069,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-046,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-070,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-061,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-099,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-081,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-041,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-058,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-048,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-088,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-057,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-075,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-032,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-096,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-059,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-063,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-094,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-037,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-029,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-001,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-052,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-021,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-002,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-023,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-087,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-093,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-074,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-086,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-082,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-020,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-060,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-071,statt,FDA
csv:fda_comments(Statt).csv:fda-comment-014,statt,FDA
csv:fda_comments(Gemini).csv:row85,gemini,FDA
csv:fda_comments(Gemini).csv:row55,gemini,FDA
csv:fda_comments(Gemini).csv:row66,gemini,FDA
csv:fda_comments(Gemini).csv:row67,gemini,FDA
csv:fda_comments(Gemini).csv:row45,gemini,FDA
csv:fda_comments(Gemini).csv:row39,gemini,FDA
csv:fda_comments(Gemini).csv:row22,gemini,FDA
csv:fda_comments(Gemini).csv:row44,gemini,FDA
csv:fda_comments(Gemini).csv:row10,gemini,FDA
csv:fda_comments(Gemini).csv:row0,gemini,FDA
csv:fda_comments(Gemini).csv:row18,gemini,FDA
csv:fda_comments(Gemini).csv:row30,gemini,FDA
csv:fda_comments(Gemini).csv:row98,gemini,FDA
csv:fda_comments(Gemini).csv:row33,gemini,FDA
csv:fda_comments(Gemini).csv:row78,gemini,FDA
csv:fda_comments(Gemini).csv:row4,gemini,FDA
csv:fda_comments(Gemini).csv:row94,gemini,FDA
csv:fda_comments(Gemini).csv:row79,gemini,FDA
csv:fda_comments(Gemini).csv:row12,gemini,FDA
csv:fda_comments(Gemini).csv:row31,gemini,FDA
csv:fda_comments(Gemini).csv:row77,gemini,FDA
csv:fda_comments(Gemini).csv:row90,gemini,FDA
csv:fda_comments(Gemini).csv:row26,gemini,FDA
csv:fda_comments(Gemini).csv:row42,gemini,FDA
csv:fda_comments(Gemini).csv:row71,gemini,FDA
csv:fda_comments(Gemini).csv:row15,gemini,FDA
csv:fda_comments(Gemini).csv:row40,gemini,FDA
csv:fda_comments(Gemini).csv:row73,gemini,FDA
csv:fda_comments(Gemini).csv:row9,gemini,FDA
csv:fda_comments(Gemini).csv:row97,gemini,FDA
csv:fda_comments(Gemini).csv:row11,gemini,FDA
csv:fda_comments(Gemini).csv:row92,gemini,FDA
csv:fda_comments(Gemini).csv:row64,gemini,FDA
csv:fda_comments(Gemini).csv:row28,gemini,FDA
csv:fda_comments(Gemini).csv:row84,gemini,FDA
csv:fda_comments(Gemini).csv:row5,gemini,FDA
csv:fda_comments(Gemini).csv:row47,gemini,FDA
csv:fda_comments(Gemini).csv:row53,gemini,FDA
csv:fda_comments(Gemini).csv:row35,gemini,FDA
csv:fda_comments(Gemini).csv:row16,gemini,FDA
csv:fda_comments(Gemini).csv:row82,gemini,FDA
csv:fda_comments(Gemini).csv:row34,gemini,FDA
csv:fda_comments(Gemini).csv:row7,gemini,FDA
csv:fda_comments(Gemini).csv:row43,gemini,FDA
csv:fda_comments(Gemini).csv:row74,gemini,FDA
csv:fda_comments(Gemini).csv:row27,gemini,FDA
csv:fda_comments(Gemini).csv:row19,gemini,FDA
csv:fda_comments(Gemini).csv:row95,gemini,FDA
csv:fda_comments(Gemini).csv:row25,gemini,FDA
csv:fda_comments(Gemini).csv:row62,gemini,FDA
csv:fda_comments(Gemini).csv:row49,gemini,FDA
csv:fda_comments(Gemini).csv:row13,gemini,FDA
csv:fda_comments(Gemini).csv:row24,gemini,FDA
csv:fda_comments(Gemini).csv:row3,gemini,FDA
csv:fda_comments(Gemini).csv:row17,gemini,FDA
csv:fda_comments(Gemini).csv:row38,gemini,FDA
csv:fda_comments(Gemini).csv:row8,gemini,FDA
csv:fda_comments(Gemini).csv:row80,gemini,FDA
csv:fda_comments(Gemini).csv:row6,gemini,FDA
csv:fda_comments(Gemini).csv:row65,gemini,FDA
csv:fda_comments(Gemini).csv:row36,gemini,FDA
csv:fda_comments(Gemini).csv:row89,gemini,FDA
csv:fda_comments(Gemini).csv:row56,gemini,FDA
csv:fda_comments(Gemini).csv:row101,gemini,FDA
csv:fda_comments(Gemini).csv:row54,gemini,FDA
csv:fda_comments(Gemini).csv:row50,gemini,FDA
csv:fda_comments(Gemini).csv:row69,gemini,FDA
csv:fda_comments(Gemini).csv:row46,gemini,FDA
csv:fda_comments(Gemini).csv:row70,gemini,FDA
csv:fda_comments(Gemini).csv:row61,gemini,FDA
csv:fda_comments(Gemini).csv:row99,gemini,FDA
csv:fda_comments(Gemini).csv:row81,gemini,FDA
csv:fda_comments(Gemini).csv:row41,gemini,FDA
csv:fda_comments(Gemini).csv:row58,gemini,FDA
csv:fda_comments(Gemini).csv:row48,gemini,FDA
csv:fda_comments(Gemini).csv:row91,gemini,FDA
csv:fda_comments(Gemini).csv:row57,gemini,FDA
csv:fda_comments(Gemini).csv:row76,gemini,FDA
csv:fda_comments(Gemini).csv:row32,gemini,FDA
csv:fda_comments(Gemini).csv:row96,gemini,FDA
csv:fda_comments(Gemini).csv:row59,gemini,FDA
csv:fda_comments(Gemini).csv:row63,gemini,FDA
csv:fda_comments(Gemini).csv:row86,gemini,FDA
csv:fda_comments(Gemini).csv:row37,gemini,FDA
csv:fda_comments(Gemini).csv:row29,gemini,FDA
csv:fda_comments(Gemini).csv:row1,gemini,FDA
csv:fda_comments(Gemini).csv:row52,gemini,FDA
csv:fda_comments(Gemini).csv:row21,gemini,FDA
csv:fda_comments(Gemini).csv:row2,gemini,FDA
csv:fda_comments(Gemini).csv:row23,gemini,FDA
csv:fda_comments(Gemini).csv:row88,gemini,FDA
csv:fda_comments(Gemini).csv:row100,gemini,FDA
csv:fda_comments(Gemini).csv:row75,gemini,FDA
csv:fda_comments(Gemini).csv:row87,gemini,FDA
csv:fda_comments(Gemini).csv:row83,gemini,FDA
csv:fda_comments(Gemini).csv:row20,gemini,FDA
csv:fda_comments(Gemini).csv:row60,gemini,FDA
csv:fda_comments(Gemini).csv:row72,gemini,FDA
csv:fda_comments(Gemini).csv:row14,gemini,FDA
csv:fda_comments(Gemini).csv:row93,gemini,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/dc36d534-2b56-54e7-a9b5-3627a6aa4453.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9984df9b-a7fd-50ed-9a3f-71bf04dc07fd.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/baf989e6-a664-5e63-90b4-0fab4389df33.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/815cd783-50f3-5d97-8046-5f354e6562f9.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/7b55abe1-681c-58bc-8b5a-91567b873551.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/7407bda8-03aa-53a4-aa06-7173db71029c.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/40ec62ed-ca32-5ba7-9db3-a62bc8c41d10.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d93faa52-05e4-51d5-a6be-f74fcd8a3354.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/29c6e63c-edd1-5ca2-b45e-ecf87b593b47.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/04489ab9-5458-5e05-a7f8-939f8a9e4b12.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/375b7c2c-1f1b-577e-abe7-bd6afd5d5331.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5b6d4b5c-bb72-521d-bfbb-d4ed6e670306.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/bf21c109-7e44-5841-a1f4-46a5f1eda653.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/6babc966-dfa5-558c-9c6c-e524a8a3e2bf.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/efa10509-5d63-5d5a-81a3-39fde3857da7.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/1121eda6-5bd0-54a1-b3d3-b26690b33080.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/cfdef8c4-8f34-56fd-9759-9ef971b2935d.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d15a0a26-bdb0-5e33-83de-a295105d90b0.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/2ce93c00-f267-5463-a80e-623b44b13c6c.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/6268df70-95d2-5b86-95e2-c5e2b0530df7.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9f3a2bb4-6ed8-5e1d-bb25-8c5b5fb98d83.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ecb81b3d-ad36-5b51-bbae-288956269078.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5345a47e-1b64-5f24-9efa-49115966a4f9.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/75f1227b-6bb5-5300-8d55-a53caf1f6e92.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b82cd7ad-7f84-5aaa-a248-e6d714c07ca1.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/34b2d075-b06c-574a-b657-8b6b1c8f6060.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/74d8eb4b-9746-52bc-b40d-445557aa6332.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f55cf0e0-b5bd-517f-b51a-9ab288dd6479.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/27e8f6f2-bd94-59d1-89c8-26cd0589e4b4.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/bc2aadda-ad05-51d2-a0de-6ba878e874ca.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/2a282b79-c3e1-50c4-922f-2c76403f1001.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/8dcd2242-19a7-5152-aeb0-3940548d981f.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/df6b12e1-8ea2-5264-81d6-23240fb5cbca.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5b47d59c-dcfa-5b69-9b59-fa7eedec41c0.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f3cfeaec-9034-5207-9047-7313d9300e59.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/13917726-5411-5ad5-8814-77c43c88f800.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b378061f-1abe-5c98-be30-e8331859d7d7.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b34f30d4-512d-5000-89ac-e7b738e5ac15.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/6c947e55-a06c-57db-97df-cdb21ac7b2f2.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/34fc42ae-a6d3-5412-8888-15efce6e909f.json,human,FMCSA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9358c496-839a-5763-b33d-9291ec06a2ad.json,human,FMCSA
