source,source_label,policy_id,display_name,comment_text
csv:mpl-zses-dh03.csv:row277,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,"Dear Administrator Zeldin,

I am concerned by the EPA proposal to weaken Section 401 of the Clean Water Act (CWA) and strongly oppose the proposed changes. 

The Clean Water Act provides states and authorized Tribes with an important tool to help protect water quality. The current proposed changes to Section 401 limit that scope in a detrimental manner that ties the hands of regulators and keeps them from looking beyond the pollution discharged into waterways to holistically evaluate the impact of a project on water quality. States and authorized Tribes need the ability to determine the scope of review that will protect water quality, not be limited to an ever narrowing scope of federally protected water and solely tasked to review direct water quality impacts of discharge into those waters. The broader water-quality effects caused by a project as a whole are what communities rely on the Clean Water Act to analyze and mitigate.

Water pollution has serious impacts, and any decision that threatens to increase pollution, harm public health, or exacerbate impacts to habitat needs to be analyzed and weighed. Waterways are not solely impacted in the spot where discharge occurs and limiting the scope of the Section 401 analysis would result in a lack of review of project impacts upstream and downstream. With the changes proposed, states and Tribes could lose the ability to use Section 401 to protect many smaller streams, wetlands and headwaters within their borders. This would render state and tribal decision makers powerless to block, or place conditions on, federally permitted projects that could damage those waters, even if they are vital to local drinking water supplies, fisheries, recreation, or flood control.

Limiting the scope and timeline for analysis to take place fails to achieve
the CWA goal of ensuring states, territories, and tribes are empowered to protect their water resources and instead only benefits the companies behind the proposed projects. It leaves taxpayers on the hook for additional cleanup of pollution that was unable to be mitigated because it was not analyzed under a discharge only scenario. It opens the door for projects that should not be permitted due to impacts and risks that would become clear during analysis, but are never properly reviewed. 

I call on the EPA to use its authority to uphold and strengthen the Clean Water Act to protect drinking water, public health, and species habitat in waterways and wetlands."
csv:mpl-zses-dh03.csv:row278,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,"I am writing to you as a resident of New Jersey to urge you, the Environmental Protection Agency, to abandon the proposal to roll back section 401 of the Clean Water Act.

The Clean Water Act has been instrumental in protecting our country’s water sources for the past 50 years. Section 401 gives states, tribes, and local communities a seat at the table for determining the conditions of federal infrastructure projects–such as pipelines and dams. Rolling back section 401 is an attack on the ability of state and local authorities to place conditions on or even block these projects. Gutting this crucial part of the Clean Water Act is short sighted, and leaves state regulators powerless.

Protecting our clean water sources and increasing our energy capacity are not mutually exclusive. We can move forward with necessary energy projects without sacrificing our water sources to proven degradation and pollution. 

Please abandon the proposal to roll back section 401 of the Clean Water Act.

Sincerely,
Edward Reichman"
csv:mpl-zses-dh03.csv:row279,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,"I am concerned that narrowing the scope of review could limit the ability of states and tribal governments to fully evaluate and address potential water quality impacts. Tribal governments, in particular, rely on this authority to protect waters connected to treaty rights, cultural resources, and subsistence practices."
csv:mpl-zses-dh03.csv:row280,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,Protect clean water do not weaken it
csv:mpl-zses-dh03.csv:row281,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,please protect clean water
csv:mpl-zses-dh03.csv:row282,human,EPA-HQ-OW-2025-2929,Mass comment campaign sponsoring organization unknown,"I am writing in opposition to the Environmental Protection Agency’s proposed revisions to the Clean Water Act (CWA) Section 401 Water Quality Certification regulation. Section 401 is a cornerstone of the Clean Water Act’s cooperative federalism framework, providing states and authorized Tribes with the authority to ensure that federally permitted activities comply with water quality standards before pollution occurs. This preventive function is essential to protecting drinking water sources, wetlands, fisheries, and downstream communities from irreversible harm.¹
The proposed rule would significantly narrow how states and Tribes may exercise their Section 401 authority by restricting the scope of review, redefining what constitutes a complete certification request, and limiting the conditions that certifying authorities may impose.² While EPA characterizes these changes as procedural clarifications, their practical effect would be to constrain state and Tribal oversight and accelerate permitting timelines at the expense of water quality protection. This approach conflicts with the Clean Water Act’s express purpose “to restore and maintain the chemical, physical, and biological integrity of the Nation’s waters.”³
Section 401 has historically served as one of the most effective tools for protecting wetlands and headwater streams that are critical to downstream water quality, flood mitigation, and ecosystem function. Weakening this authority risks increasing reliance on post-hoc cleanup rather than prevention, shifting long-term environmental and financial burdens onto states, Tribes, and taxpayers. Environmental organizations and legal experts have warned that the proposed changes would reduce meaningful review of projects such as pipelines, hydropower facilities, and other infrastructure with well-documented risks to water resources.⁴
Of particular concern is how this proposal continues a broader pattern of undermining Tribal authority through regulatory action. Tribes are sovereign governments, not stakeholders, and many hold treaty-reserved rights to clean water, fisheries, and aquatic resources. Federal agencies have a legally enforceable trust responsibility to protect these rights. Any rule that limits the ability of Tribes to meaningfully review, condition, or deny certifications for projects affecting their waters or treaty resources undermines binding treaties and long-standing federal obligations.⁵
EPA has previously recognized that robust Tribal participation in water quality certification is essential to honoring Tribal sovereignty and protecting Tribal waters.⁶ Rolling back or narrowing this authority under the guise of efficiency erodes trust, weakens environmental justice protections, and disproportionately impacts Tribal nations and downstream communities that often bear the greatest consequences of water pollution.
For these reasons, EPA should withdraw or substantially revise the proposed rule to preserve strong state and Tribal authority under Clean Water Act Section 401. Protecting clean water requires honoring the statute’s preventive intent, respecting Tribal sovereignty and treaty rights, and ensuring that economic development does not come at the cost of irreversible harm to waters and communities.
Footnote & Sources
U.S. Environmental Protection Agency, Clean Water Act Section 401 Certification
https://www.epa.gov/cwa-401
Federal Register, Updating the Water Quality Certification Regulation, Proposed Rule (January 15, 2026)
https://www.federalregister.gov/documents/2026/01/15/2026-00754/updating-the-water-quality-certification-regulation
Clean Water Act, 33 U.S.C. §1251(a)
https://www.law.cornell.edu/uscode/text/33/1251
Natural Resources Defense Council (NRDC), EPA Proposal Would Curb States’ and Tribes’ Clean Water Act Oversight
https://www.nrdc.org/press-releases/epa-proposal-would-curb-states-and-tribes-clean-water-act-oversight
U.S. Environmental Protection Agency, EPA Policy on Consultation and Coordination with Indian Tribes
https://www.epa.gov/tribal/epa-policy-consultation-and-coordination-indian-tribes
U.S. Environmental Protection Agency, Tribal Water Quality Standards Program
https://www.epa.gov/wqs-tech/tribal-water-quality-standards"
csv:mpl-zses-dh03.csv:row283,human,EPA-HQ-OW-2025-2929,Southern Environmental Law Center (SELC) et al. (Part 1 of 2),"To whom it may concern: 

Please see the attached comment letter and exhibits thereto. Due to the 20-file upload limit, a second submittal will follow with the remaining exhibits to the letter.

Respectfully,
Jonathan Gendzier
Senior Attorney
Southern Environmental Law Center"
csv:mpl-zses-dh03.csv:row284,human,EPA-HQ-OW-2025-2929,Southern Environmental Law Center (SELC) et al. (Part 2 of 2),"To whom it may concern:

Please see the attached comment letter and exhibits thereto. As indicated in the first submittal, this is the second of two submittals in order to upload all exhibits to the comment letter.

Respectfully,
Jonathan Gendzier
Senior Attorney
Southern Environmental Law Center"
csv:mpl-zses-dh03.csv:row285,human,EPA-HQ-OW-2025-2929,Helen Petracchi,"I am writing to express serious concern regarding proposed changes to Clean Water Act Section 401 that would weaken the authority of States and Tribes—particularly Tribes approved for “treatment as a State” (TAS) status—to review and certify federal permits and licenses for compliance with applicable water quality requirements.

Section 401 is a critical safeguard that ensures federally permitted activities do not undermine water quality standards established by States and Tribal Nations. For Tribes, this authority is not merely administrative; it is a core expression of Tribal sovereignty and self-determination, grounded in the federal trust responsibility and longstanding principles of environmental justice.

Any changes that limit, narrow, or preempt Tribal review authority risk disproportionately harming Tribal waters, treaty-protected resources, and culturally significant uses of water. Tribal Nations are best positioned to understand the ecological, cultural, subsistence, and spiritual importance of their waters, and their authority under Section 401 must be preserved—if not strengthened.

I strongly urge that any revisions to Section 401:

Fully preserve and respect Tribal sovereignty and TAS authority;

Avoid creating procedural or substantive barriers that undermine meaningful Tribal participation;

Ensure that Tribal water quality standards are given equal weight and enforceability as State standards; and

Enhance, rather than diminish, protections for waters of the United States, particularly those relied upon by Tribal communities.

Weakening Section 401 review authority would represent a step backward for clean water protections and for the federal government’s commitments to Tribal Nations. I respectfully request that these proposed changes be reconsidered to ensure that Tribal rights, authority, and water quality protections are preserved and enhanced.

Thank you for the opportunity to comment."
csv:mpl-zses-dh03.csv:row286,human,EPA-HQ-OW-2025-2929,Caroline Larson,"I strongly oppose changing regulations as described in this proposed rule. This effort to weaken regulations and fast track unsafe, dangerous, polluting projects will threaten the health of our region and adversely affect our environment. Deregulation always seems a good fiscal approach until you factor in the costs the American taxpayer in damages, clean up costs, climate change / global warming mitigation, drought, famine, wars, sea level rise. On behalf of the generations to come I strongly object to weakening protections."
csv:mpl-zses-dh03.csv:row287,human,EPA-HQ-OW-2025-2929,Anonymous public comment,The EPA’s new proposal aims to “streamline” federal projects by stripping away oversight capabilities of those who know the River best. We need stop this proposed change to protect the river and it's inhabitants. NO CHANGE to the regulations - they are there for a reason.
csv:mpl-zses-dh03.csv:row288,human,EPA-HQ-OW-2025-2929,Bernard Rous,"I strongly oppose this rule. Narrowing the scope of the regulation to just immediate impacts makes little sense. Environmental impacts are often not as immediate as an explosion. When it comes to the environment, the next generation must be considered, and that is what Section 401 should do. 

The benefit of greater efficiency by narrowing the regulation as proposed will only come with increased risks and a severe loss of protection. 

Under this proposed changed, states and tribal governments will lose their ability to protect local waterways—even those that support their fisheries and drinking water supplies.

As it stands, Section 401 has rarely been “misused” to kill unwanted projects. It looks very much like the proposed change is designed to benefit large companies more than the people whose environment is being affected. 

It seems clear that the United States falling behind the rest of the world, rather than leading it in developing ways to scale up clean energy sources that can provide power quickly, reliably, and affordably without jeopardizing the health of our waterways and the communities that rely on them.

Please do not finalize this harmful rule."
csv:mpl-zses-dh03.csv:row289,human,EPA-HQ-OW-2025-2929,James Fulmer,"As an avid supporter and advocate for the St Lawrence River, I am writing to vehemently object to the proposed rules changes for CWA section 401. These “clarifications” essentially strip away local authority and feedback on projects that may have a deleterious effect on local communities and ecosystems. Reducing local input is exactly the OPPOSITE of what is needed to keep the St Lawrence and other precious waterways clean and safe."
csv:mpl-zses-dh03.csv:row290,human,EPA-HQ-OW-2025-2929,James Fulmer,"As an avid supporter and advocate for the St Lawrence River, I am writing to vehemently object to the proposed rules changes for CWA section 401. These “clarifications” essentially strip away local authority and feedback on projects that may have a deleterious effect on local communities and ecosystems. Reducing local input is exactly the OPPOSITE of what is needed to keep the St Lawrence and other precious waterways clean and safe."
csv:mpl-zses-dh03.csv:row291,human,EPA-HQ-OW-2025-2929,Alison Lindberg,"I strongly oppose the EPA announced proposed revisions to the existing Section 401 water quality certification regulations. The definition of “water” will not take into account waterways such as city canals, and seasonal streams (or climate impacted) that flow under the surface and resurface to later join larger bodies of contiguous flow. It especially does not protect vulnerable wetlands and ponds with more complex dependencies. Areas that are currently impacted by climate and drought periods are not protected in the new language. Lastly I am particularly against the language that limits state/tribal authority to comment and challenge. Narrowing the scope of Section 401 violates the cooperative federalism structure of the CWA, which gives states and tribes primary responsibility to protect their own water quality.
Stop this assault now! It only benefits developers, miners, and oil interests at the loss to people of America that rely on clean, non-polluted water to survive under already stressed water conditions that are only increasing due to the administration’s refusal to accept the scientifically proved reality of human caused climate change. Meaning… the indirect and cumulative effects of polluting contributors that ultimately impact the habitat, culture, proven biologically imperatives, and health of our people and land must be considered. Not the small, short term impact, but rather the long term. Water discharge is not the sole contributor to water pollution!! Clean water is only possible with an understanding of the many factors that allow for healthy, non interrupted flow and filtering, and benefit the biology of a given area Projects that impede wetland health and habitat are only one example. Canals necessary for flushing in times of floods, watersheds sensitive to road construction which can wipe out the critical benefits of these watersheds for fire, fisheries, and flood control are additional examples of broader protection requirements. It’s not point-to-point discharge that must be reviewed, but the whole of water system and land impact. Only local states, tribes, and authorities have vested interest in protecting its people from direct and indirect water pollution and biological infringement! Only states and tribes have the knowledge that will be bypassed to fast track profit over people’s and lands health. This change in certification standards is unacceptable."
csv:mpl-zses-dh03.csv:row292,human,EPA-HQ-OW-2025-2929,Jennifer Valentine,"i oppose this rule because environmental protection requires patience and precision rather than a stopwatch. Banning withdrawal and resubmit practices creates a veto-by-deadline or worse, allows a project to continue without the necessary data."
csv:mpl-zses-dh03.csv:row293,human,EPA-HQ-OW-2025-2929,Ned Fulmer,"As an avid supporter and advocate for the St Lawrence River, I am writing to vehemently object to the proposed rules changes for CWA section 401. These “clarifications” essentially strip away local authority and feedback on projects that may have a deleterious effect on local communities and ecosystems. Reducing local input is exactly the OPPOSITE of what is needed to keep the St Lawrence and other precious waterways clean and safe."
csv:mpl-zses-dh03.csv:row294,human,EPA-HQ-OW-2025-2929,John Weber,"To Whom It May Concern,

Thank you for the opportunity to comment on the EPA’s proposed revisions to the Clean Water Act Section 401 Water Quality Certification regulations (Docket ID No. EPA–HQ–OW–2025–2929).

I support efforts to make federal permitting more efficient and predictable. At the same time, I am concerned that aspects of the proposed rule risk narrowing Section 401 review in ways that could unintentionally weaken protections for wetlands—systems essential to water quality, flood control, and local economies.

I spend considerable time in both the Great Lakes region and South Florida. In both places, wetlands are not abstract features; they are central to how water moves, how nutrients are filtered, and how communities are protected from flooding and storms. These benefits are often indirect and cumulative, yet they are precisely how water quality is protected or degraded.

Wetlands reduce nutrient and sediment loading before water reaches rivers, lakes, and drinking-water supplies. When wetlands are lost or impaired, communities face higher treatment costs, increased harmful algal blooms, and declining fisheries. These impacts may appear local at first but accumulate across interconnected systems.

Wetlands also function as natural infrastructure. They store water, slow peak flows, and reduce downstream flooding during heavy rainfall and hurricanes. As extreme weather becomes more common, weakening safeguards that prevent wetland loss will likely increase long-term costs for disaster response, insurance, and infrastructure repair—far exceeding the short-term savings of faster permitting.

I also believe it is important to preserve the role Congress intended for states and tribes under Section 401. Local authorities understand their hydrology and watersheds in ways national rules cannot fully capture. Narrowing certification scope risks shifting long-term environmental and economic costs onto states while limiting their ability to prevent harm.

In this context, the Supreme Court’s decision in Sackett v. EPA should not be overextended. While the Court narrowed federal jurisdiction, it did not conclude that wetlands lacking a continuous surface connection are unimportant to water quality, nor did it disturb Congress’s broader purpose to protect the Nation’s waters. Section 401 remains a mechanism through which states may address water-quality impacts from intermittent, seasonal, or indirectly connected wetlands consistent with local hydrology.

EPA can streamline permitting without sacrificing wetland protection. I respectfully suggest:

1-Allow expedited or tiered review for projects with clearly minimal impacts, while preserving full Section 401 review where cumulative or downstream effects may occur.

2-Retain consideration of hydrologic connectivity, including seasonal surface and shallow subsurface flow, with clear standards.

3-Permit certification timelines to pause when applications are incomplete to avoid rushed decisions driven by procedural deadlines.

4-Encourage programmatic or watershed-scale certifications in sensitive regions.

5-Recognize wetlands as natural infrastructure that protects water quality and reduces flood risk.

6-Preserve state and tribal flexibility to tailor implementation to regional wetland systems.

In the Great Lakes, tributary wetlands retain phosphorus before it reaches nearshore waters; incremental losses contribute to basin-wide nutrient loading and harmful algal blooms, particularly in western Lake Erie. In South Florida, the Everglades depends on slow, shallow sheet flow; modest changes to wetland elevation or connectivity can disrupt flows, increase nutrients, and undermine decades of restoration investment. In both regions, hydrologic connectivity is foundational.

For these reasons, I urge EPA to revise the proposed rule to improve permitting efficiency through targeted procedural improvements while preserving the ability of certifying authorities to fully evaluate and protect wetlands and connected waters.

Thank you for considering these comments.

Sincerely,
John Weber"
csv:mpl-zses-dh03.csv:row295,human,EPA-HQ-OW-2025-2929,Sophia Usow,"Treatment in a Similar Manner to a State is one of the few ways Tribes can actually directly impact the health of their community members and the environment. It has real teeth unlike the mostly nominal rights that are left for indigenous people in this country. One can only assume that is why this administration is trying to slyly take it away; if TAS remains in place Tribes can use it as an instrument to protect the air, land, and water of this country, which their ancestors have stewarded for time immemorial, against pollution, greed, and destruction. The American people have not voted on this issue directly and it is unlikely that if they did they would agree to taking away these Tribal rights, which Tribes earn through a complex federal application process. There is still federal regulation at play, but Tribal members are allowed to regulate their own land and thus take accountability and ownership. If they cannot do this than their categorization as sovereign nations is laughable. Thank you for the opportunity to provide a public comment on this matter and God bless America."
csv:mpl-zses-dh03.csv:row296,human,EPA-HQ-OW-2025-2929,Patricia Simmons,"I am opposed to the proposed rules because it will unreasonably constrain states and tribes from protecting waters and ensuring that proposed development adequately protects our water resources. These two rules would eliminate basic protections for waters that I care about. Without adequate protection, I am concerned that there will be nothing to stop the destruction or pollution of these resources and that, once lost, they will be incredibly challenging or maybe impossible to restore. 

Please withdraw the proposed rule destroying the EARTH and our ways of life in favor of the rich!"
csv:mpl-zses-dh03.csv:row297,human,EPA-HQ-OW-2025-2929,Anonymous public comment,"""I just got finished watching the FOX news story on this, and I couldn't help but come submit a comment for myself. As an America First citizen, I found a few alarming flaws in the proposal. I think that restricting the ability of the local state and tribal governments to reject proposals to solely discharge is a bad idea, and would harm America's ability to compete in the global stage. It is unamerican to restrict a state's (or tribal government's) right to object to reject a proposal based on its holistic effects, not just the discharge. It would also reduce our competitive advantage. What makes America the best country in the world is our commitment to our constitutional values like state's rights, and our commitment to our natural resources. Going into the 21st century and beyond, it is critical that we preserve and protect our limited water supply from any pollution or holistic negative effects to maintain our global supremacy. It isn't woke to consider the total effects of a project, it is in fact anti-woke. Using facts and logic to get a full understanding of how a proposal would affect the whole of a critical resource and habitat is a rational and ultimately anti-woke endeavor. It would be a betrayal of Christian and American values to make any changes to the 2023 policy that might endanger states rights or our water supply. As a conservative, I believe in conserving our natural resources and our local governments ability to reject proposals based on all of their effects. All fellow republicans that I've talked to have agreed with me that there should be no changes to the 2023 policy, or at the least, no narrowing of the scope of state's rights to reject a proposal on it's total effect. Unfortunately, there doesn't seem to be much discourse among conservatives online about this key issue. It is striking to me that there is a significant silent moral majority of conservatives and americans at large offline who would actually be really mad if the EPA made the decision to narrow the purview of the 2023 policy. It should be taken into account when reviewing these comments the overwhelming majority of offline americans who would not support these changes, and would prefer the more american, patriotic, and conservative decision to return to the common sense of the 2023 policies, and conserve the rights of states and local tribes to review and reject policies based on their total, holistic, impact on america, american land, and our position on the global stage."
csv:mpl-zses-dh03.csv:row298,human,EPA-HQ-OW-2025-2929,Joseph Lahm,"I am expressing strong opposition to the U.S. EPA's proposed rule revising the regulations implementing Section 401 of the Clean Water Act. The changes would substantially weaken long-standing state and Tribal authorities that are essential for protecting fish, wildlife, and the aquatic habitats upon which they depend. 

Healthy rivers and streams are important to support healthy fisheries, supply clean drinking water for downstream communities and to support a multitude of uses including irrigation and municipal use. It is essential that development with impact to these waters be properly evaluated and that any necessary conditions are put in place to ensure our waters are not polluted or destroyed. 

I urge the EPA to withdraw the proposed rule and retain the existing procedures that allow states and Tribes to protect water quality, aquatic habitat, and the fish, wildlife and communities that rely on them. Any revisions to the Section 401 regulations should strengthen, not undermine, the Clean Water Act’s core objective: to restore and maintain the chemical, physical, and biological integrity of the nation’s waters.

Thank you,"
csv:mpl-zses-dh03.csv:row299,human,EPA-HQ-OW-2025-2929,Anonymous public comment,"I want to start of by saying the decline of modern America after the Biden regime has been disheartening. Ever since the woke crusades of Obama and the left, America has never been the same. This proposal is proof of the continuing influence of woke DEI plants in our federal government. I believe that this proposal's stupid, woke, and anti-american propositions to reduce our state government's and tribal government's say in reviewing proposals are proof that we still have an uphill battle to face when eliminating all of the illogical woke elements from our country. Under the Biden regime, we managed to finally get one good american proposal through, the 2023 policy, but now the rogue woke elements want to finish the job and replace it with the new policy outlined by the EPA in this docket. They have launched a coordinated attack on america by posting FAKE and BOTTED comments online, in this open forum, and elsewhere. Any comment you see online that appears to be written by a woke leftist and claims to oppose changing the guidelines is a PSYOP trying to co-opt the conservative, correct stance on the issue which is to NOT change the policies. It is important that the person reviewing these comments knows that conservatives do NOT support the new proposed guidelines, and that it will HARM AMERICA if we try to implement them. Most conservatives and americans respect state's rights to decide who gets to use their water, and no EPA should be able to reduce their say. Reducing the scope to only water discharge is stupid, woke, shortsighted, and will ultimately harm american business! The person reviewing comments should also know that every comment that appears on the surface to be woke and supports preserving the 2023 regulations is actually a conservative position. The reviewer should be informed as though that is the conservative position, since it is. The reviewer should also know that they might face significant backlash from their republican base if they don't heed the warnings to scrap this proposition. There is a large majority of republicans who haven't said it out loud, but actually completely oppose these new regulations, and prefer the 2023 regulations"
csv:mpl-zses-dh03.csv:row300,human,EPA-HQ-OW-2025-2929,Anonymous public comment,"As a republican voter in a critical swing state, I find these new regulations extremely reckless, and a great danger to traditional america. America is founded on traditional values, and these changes that reduce our say on regulations threaten those. I've talked to my undecided/swing voter friends, and they all agree that this could be a serious dealbreaker for them in the next election. If the EPA changes the scope of section 401 away from an ""activity as a whole"", my friends, along with most swing state voters, say that they would not vote republican in the next election. As a proud republican this worries me a lot as we need those critical votes, and I can't help but agree with them. As a proud MAGA member of the conservative base, I can't help but feel alienated by this sudden decision from an administration I once considered great. Proper, america first enforcement of the supreme court's WOTUS ruling would undoubtedly not include changing the regulations and would in fact preserve the 2023 regulations"
csv:mpl-zses-dh03.csv:row301,human,EPA-HQ-OW-2025-2929,Jim Steitz,"***The Clean Water Act makes plain that states have the option to veto Section 401 permits for infrastructure projects in that would do great harm to aquatic ecosystems in their state. The purpose of this clause is being aptly demonstrated today, as the authors of the Clean Water Act anticipated that the federal EPA and Corps of Engineers might one day be captured by commercial interests, and abandon their job of scrutinizing federal permits and rejecting those that destroy aquatic ecosystems. As Trump appointees destroy the professional civil service at the EPA and Corps of engineers, replacing them with scientifically and morally unqualified political hacks, the task of rejecting unwarranted, destructive permits fell to state agencies that still value their lakes, streams, and wetlands. You must politely decline this imposition of the White House’s hideous nightmare imposing fossil fueled fascism upon America, and bulldozing through everything beautiful, precious, and enduring en route to its carbon-fueled dystopia.

The Clean Water Act’s establishment of a state-level safeguard against this usurpation of power by a corrupted federal executive is a feature of elevated importance during time of increased development pressures, as likely will exist due to the widely reported increase in housing demand and construction. From Oregon to New York, asinine pipeline proposals threaten our lakes, streams, and wetlands, with only the state veto powers under the Clean Water Act as their defense. Our children will reflect upon the Trump regime’s obsession with fossil fuels as the most morally and scientifically deranged psychological phenomenon of recent political history, and will mourn the damage to their planet that this regime inflicted. The staff of EPA must decide whether they wish to be collaborators with the suicidal madness of that regime, or uphold their legal and moral obligations under the Clean Water Act, by restoring the state veto over Section 401 permits.***

Please consider the following comments in opposition to the proposed rule revising the Clean Water Act Section 401 certification program. I am opposed to the proposed rule because it will unreasonably constrain states and tribes from protecting waters and ensuring that proposed development adequately protects our water resources. 

This proposal is even more concerning in light of the related proposal last month to erase basic Clean Water Act protections for 80% of wetlands and millions of miles of rivers and streams. 

These two rules would eliminate basic protections for waters that I care about. Without adequate protection, I am concerned that there will be nothing to stop the destruction or pollution of these resources and that, once lost, they will be incredibly challenging or maybe impossible to restore. 

Please withdraw the proposed rule -"
csv:mpl-zses-dh03.csv:row302,human,EPA-HQ-OW-2025-2929,Anonymous public comment,"Hello, I believe that this proposal is in direct conflict with everything that the Republican party stands for. As we are all aware, Republicans believe in reducing governmental interference, but more fundamental is their belief that states have the right to choose what happens within their political boundaries. This proposal tarnishes that basic concept by removing a state's ability to say no to a project when they believe that it is not in their best interest. The same applies to Tribes, whom hold sovereignty over their lands and yet can have their ability to reject a project proposal incredibly weakened. If this administration mirrors a fraction of what it claims to uphold, then it will not attempt to slash the existing guidelines to satisfy a few industries at the expense of the people of the United States. Case and point being that the Trump administration values a CHILEAN mining company over the outcries of Americans, not just Minnesotans, over their proposed underground mining operation near the Boundary Waters..."
csv:mpl-zses-dh03.csv:row303,human,EPA-HQ-OW-2025-2929,Carla Abrams,"Please extend the comment period. The upcoming closure date is way too soon. I have just learned of tbis and my son, who is an enrolled tribal member has not even had time to speak to his tribe and read tnis proposal. 30 days is much too short. Please extend!"
csv:mpl-zses-dh03.csv:row304,human,EPA-HQ-OW-2025-2929,Leksi Mac,"I do not support this move by the Trunp administration, he has for too long publicly denigrated and went against The Sovereignty of Tribes starting with his need for a Casino that did not go through, he has made it known that he wants to break up all tribes to become a part of towns and cities and not on unceded land that he wants despite the knowledge that the Tribes have lived on that land for as long as anyone can remember. Polluting is not the way to go and neither is destroying other people's ways of life just because one greedy Hun wants more wealth. This move is vicious unethical, calculated and illegal. Trump is a vicious felon who has long ""hated"" Tribes and he has made that known publicly for decades. Deny this unconstitutional move, SUE Trump and his unqualified minions who disregard everyone else but themselves."
csv:mpl-zses-dh03.csv:row305,human,EPA-HQ-OW-2025-2929,Jim Mader,The current administration's efforts to diminish environmental protections is short sighted and probably designed to benefit favored donors. The continued health of the planet should always be the highest priority of government oversight.
csv:mpl-zses-dh03.csv:row306,human,EPA-HQ-OW-2025-2929,Stanley Hayes,"I live in Colorado where water is scarce due to ongoing drought conditions and over use and consumption of our river water. We cannot afford to risk polution of this critical resource.
Healthy lakes, rivers and streams are important to support healthy fisheries, supply clean drinking water for downstream communities and to support a multitude of uses including irrigation and municipal use. It is essential that development with impact to these waters be properly evaluated and that any necessary conditions are put in place to ensure our waters are not polluted or destroyed."
csv:mpl-zses-dh03.csv:row307,human,EPA-HQ-OW-2025-2929,Pearl McLeod,"I am deeply concerned about your agency’s proposed rule that eliminates Clean Water Act protections for many U.S. wetlands and streams. Protecting these water sources is deeply vital to our country's health and economic welfare.

America’s waterways are so interconnected that even weakening federal protections for wetlands anywhere will have a deep impact on clean water across the country. Wetlands are what protect us from extreme flood risk, keep our water flowing throughout the seasons, and replenish our floodplains so that we may continue to farm and ranch in Colorado. 

The proposal would increase flood risks, harm wildlife habitat, and threaten drinking water sources for millions of Americans. The EPA needs to protect our water sources, follow the best available science, and look out for all water users, not just oil and gas. The Proposed Rule would severely reduce the “waters of the United States” subject to protection under the Clean Water Act (CWA), 33 U.S.C. § 1251 et seq., without legal or scientific support. The Proposed Rule applies novel interpretations to narrow the meaning of “tributaries” and “wetlands” that qualify as “waters of the United States” and exclude altogether “interstate waters,” “prior converted cropland,” and “ditches” in ways that conflict with Congress’s intent, the agency’s longstanding interpretation, and judicial precedent. 

Additionally, Section 401 of the Clean Water Act allows tribes that can demonstrate the capacity and resources the ability to review water quality standards, expanding regulatory powers beyond tribes with larger resources. The proposed change would shrink those powers, allowing only TAS tribes to perform evaluations through a separate, more rigorous authorization program. This change would drastically reduce tribes' powers to protect their land and act on their treaty rights.

I stand with thousands of people across the nation who are united in opposition to any attempts to gut clean water protections. Please keep our critical waters protected and do not finalize this new rule."
csv:mpl-zses-dh03.csv:row308,human,EPA-HQ-OW-2025-2929,Sonia Cruz,"Please consider the following comments in opposition to the proposed rule revising the Clean Water Act Section 401 certification program. I urge you to OPPOSE the proposed rule because it will unreasonably constrain states and tribes from protecting waters and ensuring that proposed development adequately protects our water resources. 

Colorado’s rivers are the lifeblood of our state, providing our drinking water and healthy habitat for wildlife, including wild and native trout. 

The EPA has proposed putting adequate protections at risk by proposing changes to Clean Water Act Section 401!. Section 401 is a critical tool that allows states and tribes to review federally permitted projects and require safeguards to protect local waters. This includes projects like pipelines, hydropower, reservoirs, and data centers.

In Colorado, Section 401 has helped secure real protections, including measures for the Windy Gap Firming Project to prevent warming of the Colorado River beyond state water quality standards. Weakening this authority would leave states and tribes with far fewer tools to protect the waters we depend on.

These protections matter because:
• Our health depends on clean water. 
• Our fisheries depend on cold, high-quality water. 
• Our communities and local economy rely on healthy rivers and outdoor recreation.

Clean Water Act protections, including Section 401, must be strengthened, not weakened.

This proposal is even more concerning in light of the related proposal to erase basic Clean Water Act protections for 80% of wetlands and millions of miles of rivers and streams. 

These two rules would eliminate basic protections for waters that we all care about. Without adequate protection, I am concerned there will be nothing to stop the destruction or pollution of these resources. Once lost, they will be INCREDIBLY challenging to restore - if not impossible. 

Please withdraw the proposed rule!"
